src/components/profile/projects.tsx(1062,14): error TS17008: JSX element 'Form' has no corresponding closing tag.
../server/routes-broken.ts(1966,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1966,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1966,73): error TS1435: Unknown keyword or identifier. Did you mean 'function'?
../server/routes-broken.ts(1966,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1966,97): error TS1005: '(' expected.
../server/routes-broken.ts(1966,102): error TS1005: ')' expected.
../server/routes-broken.ts(1968,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1968,3): error TS1109: Expression expected.
../server/routes-broken.ts(1968,14): error TS1109: Expression expected.
../server/routes-broken.ts(1968,16): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1968,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1968,35): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1968,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1968,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1968,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1969,3): error TS1109: Expression expected.
../server/routes-broken.ts(1969,17): error TS1109: Expression expected.
../server/routes-broken.ts(1969,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1969,27): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1969,38): error TS1005: '(' expected.
../server/routes-broken.ts(1969,52): error TS1005: ';' expected.
../server/routes-broken.ts(1969,56): error TS1005: ';' expected.
../server/routes-broken.ts(1969,67): error TS1005: ')' expected.
../server/routes-broken.ts(1969,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1969,83): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1969,87): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1970,3): error TS1109: Expression expected.
../server/routes-broken.ts(1970,13): error TS1109: Expression expected.
../server/routes-broken.ts(1970,15): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1970,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1970,35): error TS1005: '(' expected.
../server/routes-broken.ts(1970,43): error TS1005: ';' expected.
../server/routes-broken.ts(1970,60): error TS1005: ';' expected.
../server/routes-broken.ts(1970,67): error TS1005: ')' expected.
../server/routes-broken.ts(1970,77): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1971,3): error TS1109: Expression expected.
../server/routes-broken.ts(1971,11): error TS1005: ';' expected.
../server/routes-broken.ts(1971,23): error TS1109: Expression expected.
../server/routes-broken.ts(1971,25): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1971,34): error TS1435: Unknown keyword or identifier. Did you mean 'yield'?
../server/routes-broken.ts(1971,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1971,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1971,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1971,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1971,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1971,77): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1973,1): error TS1127: Invalid character.
../server/routes-broken.ts(1973,2): error TS1127: Invalid character.
../server/routes-broken.ts(1973,4): error TS1005: ';' expected.
../server/routes-broken.ts(1973,7): error TS1005: ';' expected.
../server/routes-broken.ts(1973,28): error TS1005: ';' expected.
../server/routes-broken.ts(1973,37): error TS1127: Invalid character.
../server/routes-broken.ts(1975,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1975,20): error TS1005: ';' expected.
../server/routes-broken.ts(1975,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1975,34): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1975,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1975,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1975,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1977,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1977,3): error TS1109: Expression expected.
../server/routes-broken.ts(1977,18): error TS1005: ';' expected.
../server/routes-broken.ts(1977,28): error TS1109: Expression expected.
../server/routes-broken.ts(1977,30): error TS1435: Unknown keyword or identifier. Did you mean 'protected'?
../server/routes-broken.ts(1977,51): error TS1005: ';' expected.
../server/routes-broken.ts(1977,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1978,3): error TS1109: Expression expected.
../server/routes-broken.ts(1978,20): error TS1109: Expression expected.
../server/routes-broken.ts(1978,36): error TS1005: ';' expected.
../server/routes-broken.ts(1978,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1978,47): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1978,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1978,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1979,3): error TS1109: Expression expected.
../server/routes-broken.ts(1979,11): error TS1005: ';' expected.
../server/routes-broken.ts(1979,17): error TS1109: Expression expected.
../server/routes-broken.ts(1979,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1979,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1979,31): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1979,49): error TS1005: ';' expected.
../server/routes-broken.ts(1979,54): error TS1005: '(' expected.
../server/routes-broken.ts(1979,66): error TS1005: ')' expected.
../server/routes-broken.ts(1980,3): error TS1109: Expression expected.
../server/routes-broken.ts(1980,13): error TS1005: ';' expected.
../server/routes-broken.ts(1980,21): error TS1109: Expression expected.
../server/routes-broken.ts(1980,36): error TS1005: ';' expected.
../server/routes-broken.ts(1980,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1980,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1980,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1980,64): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1982,1): error TS1127: Invalid character.
../server/routes-broken.ts(1982,2): error TS1127: Invalid character.
../server/routes-broken.ts(1982,4): error TS1005: ';' expected.
../server/routes-broken.ts(1982,7): error TS1005: ';' expected.
../server/routes-broken.ts(1982,11): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1982,28): error TS1127: Invalid character.
../server/routes-broken.ts(1984,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1984,6): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1984,14): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1984,23): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1984,29): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1984,36): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1984,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1984,70): error TS1005: ';' expected.
../server/routes-broken.ts(1986,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1986,3): error TS1109: Expression expected.
../server/routes-broken.ts(1986,13): error TS1005: ';' expected.
../server/routes-broken.ts(1986,47): error TS1005: ')' expected.
../server/routes-broken.ts(1986,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1986,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1986,69): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1986,78): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(1987,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1987,3): error TS1109: Expression expected.
../server/routes-broken.ts(1987,14): error TS1005: ';' expected.
../server/routes-broken.ts(1987,17): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1987,58): error TS1005: ')' expected.
../server/routes-broken.ts(1987,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1987,78): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1987,85): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(1988,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1988,3): error TS1109: Expression expected.
../server/routes-broken.ts(1988,10): error TS1005: ';' expected.
../server/routes-broken.ts(1988,13): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1988,49): error TS1005: ';' expected.
../server/routes-broken.ts(1989,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1989,3): error TS1109: Expression expected.
../server/routes-broken.ts(1989,13): error TS1005: ';' expected.
../server/routes-broken.ts(1989,47): error TS1005: ';' expected.
../server/routes-broken.ts(1991,1): error TS1127: Invalid character.
../server/routes-broken.ts(1991,2): error TS1127: Invalid character.
../server/routes-broken.ts(1991,4): error TS1005: ';' expected.
../server/routes-broken.ts(1991,7): error TS1005: ';' expected.
../server/routes-broken.ts(1991,31): error TS1005: ';' expected.
../server/routes-broken.ts(1991,42): error TS1127: Invalid character.
../server/routes-broken.ts(1993,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1993,10): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1993,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1993,53): error TS1005: ',' expected.
../server/routes-broken.ts(1993,56): error TS1005: ',' expected.
../server/routes-broken.ts(1993,59): error TS1005: ',' expected.
../server/routes-broken.ts(1993,64): error TS1005: ',' expected.
../server/routes-broken.ts(1993,74): error TS1005: ';' expected.
../server/routes-broken.ts(1995,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1995,3): error TS1109: Expression expected.
../server/routes-broken.ts(1995,14): error TS1109: Expression expected.
../server/routes-broken.ts(1995,30): error TS1005: ',' expected.
../server/routes-broken.ts(1995,41): error TS1005: ',' expected.
../server/routes-broken.ts(1996,3): error TS1109: Expression expected.
../server/routes-broken.ts(1996,17): error TS1109: Expression expected.
../server/routes-broken.ts(1996,30): error TS1005: ',' expected.
../server/routes-broken.ts(1996,46): error TS1005: ',' expected.
../server/routes-broken.ts(1996,56): error TS1005: ',' expected.
../server/routes-broken.ts(1997,3): error TS1109: Expression expected.
../server/routes-broken.ts(1997,13): error TS1109: Expression expected.
../server/routes-broken.ts(1997,30): error TS1005: ',' expected.
../server/routes-broken.ts(1997,39): error TS1005: ',' expected.
../server/routes-broken.ts(1997,45): error TS1005: ',' expected.
../server/routes-broken.ts(1997,50): error TS1005: '(' expected.
../server/routes-broken.ts(1997,59): error TS1005: ')' expected.
../server/routes-broken.ts(1997,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(1997,80): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(1998,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(1998,3): error TS1109: Expression expected.
../server/routes-broken.ts(1998,11): error TS1005: ';' expected.
../server/routes-broken.ts(1998,17): error TS1109: Expression expected.
../server/routes-broken.ts(1998,32): error TS1005: ',' expected.
../server/routes-broken.ts(1998,42): error TS1005: ',' expected.
../server/routes-broken.ts(1998,49): error TS1005: ',' expected.
../server/routes-broken.ts(1998,53): error TS1005: ',' expected.
../server/routes-broken.ts(1998,58): error TS1005: ',' expected.
../server/routes-broken.ts(1998,65): error TS1005: ',' expected.
../server/routes-broken.ts(1998,69): error TS1005: '(' expected.
../server/routes-broken.ts(1998,74): error TS1005: ';' expected.
../server/routes-broken.ts(1998,85): error TS1005: ';' expected.
../server/routes-broken.ts(2000,1): error TS1127: Invalid character.
../server/routes-broken.ts(2000,2): error TS1127: Invalid character.
../server/routes-broken.ts(2000,4): error TS1005: ';' expected.
../server/routes-broken.ts(2000,7): error TS1005: ';' expected.
../server/routes-broken.ts(2000,15): error TS1435: Unknown keyword or identifier. Did you mean 'accessor'?
../server/routes-broken.ts(2000,22): error TS1127: Invalid character.
../server/routes-broken.ts(2000,22): error TS1128: Declaration or statement expected.
../server/routes-broken.ts(2002,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,6): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,37): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,55): error TS1005: '(' expected.
../server/routes-broken.ts(2002,60): error TS1005: ')' expected.
../server/routes-broken.ts(2002,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,83): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,87): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,94): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,102): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,114): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2002,149): error TS1005: ';' expected.
../server/routes-broken.ts(2002,359): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2004,1): error TS1127: Invalid character.
../server/routes-broken.ts(2004,2): error TS1127: Invalid character.
../server/routes-broken.ts(2004,4): error TS1005: ';' expected.
../server/routes-broken.ts(2004,7): error TS1005: ';' expected.
../server/routes-broken.ts(2004,14): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2004,29): error TS1127: Invalid character.
../server/routes-broken.ts(2006,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2006,5): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2006,16): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2006,210): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2008,1): error TS1127: Invalid character.
../server/routes-broken.ts(2008,2): error TS1127: Invalid character.
../server/routes-broken.ts(2008,4): error TS1005: ';' expected.
../server/routes-broken.ts(2008,7): error TS1005: ';' expected.
../server/routes-broken.ts(2008,31): error TS1005: ';' expected.
../server/routes-broken.ts(2008,42): error TS1127: Invalid character.
../server/routes-broken.ts(2010,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2010,6): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2010,16): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2010,25): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2010,192): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2012,1): error TS1127: Invalid character.
../server/routes-broken.ts(2012,2): error TS1127: Invalid character.
../server/routes-broken.ts(2012,4): error TS1005: ';' expected.
../server/routes-broken.ts(2012,7): error TS1005: ';' expected.
../server/routes-broken.ts(2012,35): error TS1005: ';' expected.
../server/routes-broken.ts(2012,41): error TS1127: Invalid character.
../server/routes-broken.ts(2014,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,6): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,14): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,47): error TS1005: ';' expected.
../server/routes-broken.ts(2014,74): error TS1005: ';' expected.
../server/routes-broken.ts(2014,82): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,92): error TS1005: '(' expected.
../server/routes-broken.ts(2014,101): error TS1005: ')' expected.
../server/routes-broken.ts(2014,128): error TS1005: ';' expected.
../server/routes-broken.ts(2014,148): error TS1005: ';' expected.
../server/routes-broken.ts(2014,159): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,168): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,174): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,177): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,213): error TS1005: ';' expected.
../server/routes-broken.ts(2014,221): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2014,234): error TS1003: Identifier expected.
../server/routes-broken.ts(2016,1): error TS1127: Invalid character.
../server/routes-broken.ts(2016,2): error TS1127: Invalid character.
../server/routes-broken.ts(2016,4): error TS1005: ';' expected.
../server/routes-broken.ts(2016,8): error TS1005: ';' expected.
../server/routes-broken.ts(2016,32): error TS1005: ';' expected.
../server/routes-broken.ts(2016,36): error TS1127: Invalid character.
../server/routes-broken.ts(2018,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2018,13): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2019,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(2019,3): error TS1109: Expression expected.
../server/routes-broken.ts(2019,16): error TS1005: ';' expected.
../server/routes-broken.ts(2019,31): error TS1109: Expression expected.
../server/routes-broken.ts(2019,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2019,37): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2019,49): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2019,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2019,65): error TS1435: Unknown keyword or identifier. Did you mean 'string'?
../server/routes-broken.ts(2019,90): error TS1005: ';' expected.
../server/routes-broken.ts(2020,3): error TS1109: Expression expected.
../server/routes-broken.ts(2020,12): error TS1005: ';' expected.
../server/routes-broken.ts(2020,26): error TS1109: Expression expected.
../server/routes-broken.ts(2020,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2020,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2020,42): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2020,69): error TS1005: ';' expected.
../server/routes-broken.ts(2021,3): error TS1109: Expression expected.
../server/routes-broken.ts(2021,15): error TS1005: ';' expected.
../server/routes-broken.ts(2021,24): error TS1109: Expression expected.
../server/routes-broken.ts(2021,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2021,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2021,45): error TS1109: Expression expected.
../server/routes-broken.ts(2021,50): error TS1005: '(' expected.
../server/routes-broken.ts(2021,57): error TS1005: ')' expected.
../server/routes-broken.ts(2021,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2021,76): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2021,83): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2021,91): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2022,3): error TS1109: Expression expected.
../server/routes-broken.ts(2022,14): error TS1005: ';' expected.
../server/routes-broken.ts(2022,19): error TS1109: Expression expected.
../server/routes-broken.ts(2022,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2022,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2022,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2022,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2022,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2022,72): error TS1005: ';' expected.
../server/routes-broken.ts(2022,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2024,1): error TS1127: Invalid character.
../server/routes-broken.ts(2024,2): error TS1127: Invalid character.
../server/routes-broken.ts(2024,4): error TS1005: ';' expected.
../server/routes-broken.ts(2024,14): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2026,14): error TS1005: ';' expected.
../server/routes-broken.ts(2026,32): error TS1005: ';' expected.
../server/routes-broken.ts(2026,44): error TS1109: Expression expected.
../server/routes-broken.ts(2026,52): error TS1005: ';' expected.
../server/routes-broken.ts(2026,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2026,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2026,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2026,82): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2026,90): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,1): error TS1003: Identifier expected.
../server/routes-broken.ts(2028,14): error TS1005: ';' expected.
../server/routes-broken.ts(2028,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,45): error TS1005: ';' expected.
../server/routes-broken.ts(2028,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,68): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,75): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,79): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,102): error TS1005: ';' expected.
../server/routes-broken.ts(2028,102): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2028,200): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2030,14): error TS1005: ';' expected.
../server/routes-broken.ts(2030,19): error TS1005: '(' expected.
../server/routes-broken.ts(2030,35): error TS1109: Expression expected.
../server/routes-broken.ts(2030,43): error TS1005: ')' expected.
../server/routes-broken.ts(2030,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2030,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2030,69): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2030,148): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2032,17): error TS1005: ';' expected.
../server/routes-broken.ts(2032,20): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,48): error TS1005: ';' expected.
../server/routes-broken.ts(2032,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,68): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,97): error TS1005: ';' expected.
../server/routes-broken.ts(2032,100): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,107): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,112): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,119): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,124): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,132): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2032,147): error TS1005: '(' expected.
../server/routes-broken.ts(2032,152): error TS1005: ')' expected.
../server/routes-broken.ts(2034,1): error TS1003: Identifier expected.
../server/routes-broken.ts(2034,11): error TS1005: ';' expected.
../server/routes-broken.ts(2034,15): error TS1005: '(' expected.
../server/routes-broken.ts(2034,22): error TS1005: ';' expected.
../server/routes-broken.ts(2034,43): error TS1005: ';' expected.
../server/routes-broken.ts(2034,51): error TS1005: ')' expected.
../server/routes-broken.ts(2034,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,64): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,76): error TS1005: '(' expected.
../server/routes-broken.ts(2034,85): error TS1005: ')' expected.
../server/routes-broken.ts(2034,123): error TS1005: ';' expected.
../server/routes-broken.ts(2034,129): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,132): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,141): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,144): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,148): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,161): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,164): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,175): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,179): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2034,184): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2036,12): error TS1005: ';' expected.
../server/routes-broken.ts(2036,26): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2039,17): error TS1127: Invalid character.
../server/routes-broken.ts(2039,19): error TS1005: ';' expected.
../server/routes-broken.ts(2039,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2039,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2039,51): error TS1005: '(' expected.
../server/routes-broken.ts(2039,52): error TS1005: ';' expected.
../server/routes-broken.ts(2041,1): error TS1005: ';' expected.
../server/routes-broken.ts(2041,7): error TS1005: ')' expected.
../server/routes-broken.ts(2041,10): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2041,15): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2041,42): error TS1005: ';' expected.
../server/routes-broken.ts(2041,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2041,49): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2041,65): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2041,68): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2041,73): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2041,81): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2043,1): error TS1127: Invalid character.
../server/routes-broken.ts(2043,2): error TS1127: Invalid character.
../server/routes-broken.ts(2043,4): error TS1005: ';' expected.
../server/routes-broken.ts(2043,8): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2043,18): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2045,8): error TS1005: ';' expected.
../server/routes-broken.ts(2045,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2045,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2045,37): error TS1005: '(' expected.
../server/routes-broken.ts(2045,46): error TS1005: ')' expected.
../server/routes-broken.ts(2046,8): error TS1005: ';' expected.
../server/routes-broken.ts(2046,26): error TS1005: ';' expected.
../server/routes-broken.ts(2046,37): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2046,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2046,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2046,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2046,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2047,8): error TS1005: ';' expected.
../server/routes-broken.ts(2047,20): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2047,31): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2047,37): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2047,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2047,43): error TS1435: Unknown keyword or identifier. Did you mean 'string'?
../server/routes-broken.ts(2049,1): error TS1127: Invalid character.
../server/routes-broken.ts(2049,2): error TS1127: Invalid character.
../server/routes-broken.ts(2049,4): error TS1005: ';' expected.
../server/routes-broken.ts(2051,12): error TS1005: ';' expected.
../server/routes-broken.ts(2052,15): error TS1005: ';' expected.
../server/routes-broken.ts(2052,46): error TS1005: ';' expected.
